linha,Hodômetro_anterior,Hodômetro_atual,data_anterior,data_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
15911,4112.3,4112.3,2025-06-30 12:44:10,2025-06-30 12:44:17,GTERI,GTIGF,ok,0.0
15912,4112.3,4112.3,2025-06-30 12:44:17,2025-06-30 12:44:17,GTIGF,GTSTT,ok,0.0
15913,4112.3,4112.3,2025-06-30 12:44:17,2025-06-30 12:44:17,GTSTT,GTERI,ok,0.0
15914,4112.3,4112.3,2025-06-30 12:44:17,2025-06-30 12:44:17,GTERI,GTIGL,ok,0.0
15915,4112.3,4112.3,2025-06-30 12:44:17,2025-06-30 12:45:28,GTIGL,GTSTT,ok,0.0
15922,4112.3,4112.3,2025-06-30 12:45:28,2025-06-30 12:55:49,GTSTT,GTIGN,ok,0.0
15923,4112.3,4112.3,2025-06-30 12:55:49,2025-06-30 12:55:49,GTIGN,GTSTT,ok,0.0
15924,4112.3,4112.3,2025-06-30 12:55:49,2025-06-30 12:55:49,GTSTT,GTIGF,ok,0.0
15925,4112.3,4112.3,2025-06-30 12:55:49,2025-06-30 12:55:49,GTIGF,GTSTT,ok,0.0
15926,4112.3,4112.3,2025-06-30 12:55:49,2025-06-30 12:55:50,GTSTT,GTIGN,ok,0.0
15927,4112.3,4112.3,2025-06-30 12:55:50,2025-06-30 12:55:50,GTIGN,GTSTT,ok,0.0
15928,4112.3,4112.3,2025-06-30 12:55:50,2025-06-30 12:55:58,GTSTT,GTERI,ok,0.0
15929,4112.3,4112.3,2025-06-30 12:55:58,2025-06-30 12:55:58,GTERI,GTIGL,ok,0.0
15930,4112.3,4112.3,2025-06-30 12:55:58,2025-06-30 12:55:58,GTIGL,GTIGL,ok,0.0
15931,4112.3,4112.3,2025-06-30 12:55:58,2025-06-30 12:55:58,GTIGL,GTIGL,ok,0.0
15932,4112.3,4112.3,2025-06-30 12:55:58,2025-06-30 12:56:50,GTIGL,GTERI,ok,0.0
15933,4112.3,4112.3,2025-06-30 12:56:50,2025-06-30 12:56:58,GTERI,GTERI,ok,0.0
15934,4112.3,4112.3,2025-06-30 12:56:58,2025-06-30 12:57:01,GTERI,GTERI,ok,0.0
15935,4112.3,4112.4,2025-06-30 12:57:01,2025-06-30 12:57:13,GTERI,GTERI,ok,0.0999999999994543
15936,4112.4,4112.4,2025-06-30 12:57:13,2025-06-30 12:57:15,GTERI,GTERI,ok,0.0
15937,4112.4,4112.4,2025-06-30 12:57:15,2025-06-30 12:57:17,GTERI,GTERI,ok,0.0
15938,4112.4,4112.4,2025-06-30 12:57:17,2025-06-30 12:57:17,GTERI,GTERI,ok,0.0
15940,4112.4,4112.5,2025-06-30 12:57:17,2025-06-30 12:57:34,GTERI,GTERI,ok,0.1000000000003638
15941,4112.5,4112.5,2025-06-30 12:57:34,2025-06-30 12:57:36,GTERI,GTERI,ok,0.0
15942,4112.5,4112.6,2025-06-30 12:57:36,2025-06-30 12:57:47,GTERI,GTERI,ok,0.1000000000003638
15943,4112.6,4112.6,2025-06-30 12:57:47,2025-06-30 12:57:50,GTERI,GTERI,ok,0.0
15944,4112.6,4112.6,2025-06-30 12:57:50,2025-06-30 12:57:52,GTERI,GTERI,ok,0.0
15945,4112.6,4112.7,2025-06-30 12:57:52,2025-06-30 12:57:56,GTERI,GTERI,ok,0.0999999999994543
15946,4112.7,4112.7,2025-06-30 12:57:56,2025-06-30 12:57:57,GTERI,GTERI,ok,0.0
15947,4112.7,4112.9,2025-06-30 12:57:57,2025-06-30 12:58:28,GTERI,GTERI,ok,0.1999999999998181
15948,4112.9,4113.0,2025-06-30 12:58:28,2025-06-30 12:58:30,GTERI,GTERI,ok,0.1000000000003638
15949,4113.0,4113.0,2025-06-30 12:58:30,2025-06-30 12:58:35,GTERI,GTERI,ok,0.0
15950,4113.0,4113.0,2025-06-30 12:58:35,2025-06-30 12:58:42,GTERI,GTERI,ok,0.0
15951,4113.0,4113.2,2025-06-30 12:58:42,2025-06-30 12:58:58,GTERI,GTERI,ok,0.1999999999998181
15952,4113.2,4113.6,2025-06-30 12:58:58,2025-06-30 12:59:21,GTERI,GTERI,ok,0.4000000000005457
15954,4113.6,4114.1,2025-06-30 12:59:21,2025-06-30 13:00:02,GTERI,GTERI,ok,0.5
15955,4114.1,4114.6,2025-06-30 13:00:02,2025-06-30 13:00:34,GTERI,GTERI,ok,0.5
15956,4114.6,4114.9,2025-06-30 13:00:34,2025-06-30 13:00:51,GTERI,GTERI,ok,0.2999999999992724
15957,4114.9,4115.1,2025-06-30 13:00:51,2025-06-30 13:01:16,GTERI,GTERI,ok,0.2000000000007276
15958,4115.1,4115.4,2025-06-30 13:01:16,2025-06-30 13:01:33,GTERI,GTERI,ok,0.2999999999992724
15960,4115.4,4115.6,2025-06-30 13:01:33,2025-06-30 13:01:49,GTERI,GTERI,ok,0.2000000000007276
15961,4115.6,4115.7,2025-06-30 13:01:49,2025-06-30 13:01:58,GTERI,GTERI,ok,0.0999999999994543
15962,4115.7,4116.1,2025-06-30 13:01:58,2025-06-30 13:02:29,GTERI,GTERI,ok,0.4000000000005457
15964,4116.1,4116.7,2025-06-30 13:02:29,2025-06-30 13:03:52,GTERI,GTERI,ok,0.5999999999994543
15965,4116.7,4116.8,2025-06-30 13:03:52,2025-06-30 13:03:55,GTERI,GTERI,ok,0.1000000000003638
15966,4116.8,4116.9,2025-06-30 13:03:55,2025-06-30 13:04:12,GTERI,GTERI,ok,0.0999999999994543
15967,4116.9,4117.0,2025-06-30 13:04:12,2025-06-30 13:04:17,GTERI,GTERI,ok,0.1000000000003638
15968,4117.0,4117.0,2025-06-30 13:04:17,2025-06-30 13:04:30,GTERI,GTERI,ok,0.0
15969,4117.0,4117.1,2025-06-30 13:04:30,2025-06-30 13:04:55,GTERI,GTIGF,ok,0.1000000000003638
15970,4117.1,4117.1,2025-06-30 13:04:55,2025-06-30 13:04:55,GTIGF,GTSTT,ok,0.0
15971,4117.1,4117.1,2025-06-30 13:04:55,2025-06-30 13:04:56,GTSTT,GTERI,ok,0.0
15972,4117.1,4117.1,2025-06-30 13:04:56,2025-06-30 13:04:56,GTERI,GTIGL,ok,0.0
15973,4117.1,4117.1,2025-06-30 13:04:56,2025-06-30 13:05:36,GTIGL,GTSTT,ok,0.0
15980,4117.1,4117.1,2025-06-30 13:05:36,2025-06-30 13:16:03,GTSTT,GTIGN,ok,0.0
15981,4117.1,4117.1,2025-06-30 13:16:03,2025-06-30 13:16:03,GTIGN,GTSTT,ok,0.0
15982,4117.1,4117.1,2025-06-30 13:16:03,2025-06-30 13:16:03,GTSTT,GTIGF,ok,0.0
15983,4117.1,4117.1,2025-06-30 13:16:03,2025-06-30 13:16:03,GTIGF,GTSTT,ok,0.0
15984,4117.1,4117.1,2025-06-30 13:16:03,2025-06-30 13:16:04,GTSTT,GTIGN,ok,0.0
15985,4117.1,4117.1,2025-06-30 13:16:04,2025-06-30 13:16:04,GTIGN,GTSTT,ok,0.0
15986,4117.1,4117.1,2025-06-30 13:16:04,2025-06-30 13:16:13,GTSTT,GTERI,ok,0.0
15987,4117.1,4117.1,2025-06-30 13:16:13,2025-06-30 13:16:13,GTERI,GTIGL,ok,0.0
15988,4117.1,4117.1,2025-06-30 13:16:13,2025-06-30 13:16:13,GTIGL,GTIGL,ok,0.0
15989,4117.1,4117.1,2025-06-30 13:16:13,2025-06-30 13:16:13,GTIGL,GTIGL,ok,0.0
15991,4117.1,4117.3,2025-06-30 13:16:13,2025-06-30 13:17:51,GTIGL,GTERI,ok,0.1999999999998181
15992,4117.3,4117.6,2025-06-30 13:17:51,2025-06-30 13:18:45,GTERI,GTERI,ok,0.3000000000001819
15993,4117.6,4117.6,2025-06-30 13:18:45,2025-06-30 13:18:47,GTERI,GTERI,ok,0.0
15994,4117.6,4117.7,2025-06-30 13:18:47,2025-06-30 13:18:50,GTERI,GTERI,ok,0.0999999999994543
15995,4117.7,4117.7,2025-06-30 13:18:50,2025-06-30 13:18:59,GTERI,GTERI,ok,0.0
15996,4117.7,4117.7,2025-06-30 13:18:59,2025-06-30 13:19:01,GTERI,GTERI,ok,0.0
15997,4117.7,4117.8,2025-06-30 13:19:01,2025-06-30 13:19:12,GTERI,GTERI,ok,0.1000000000003638
15998,4117.8,4117.8,2025-06-30 13:19:12,2025-06-30 13:19:12,GTERI,GTERI,ok,0.0
15999,4117.8,4117.8,2025-06-30 13:19:12,2025-06-30 13:19:17,GTERI,GTERI,ok,0.0
16000,4117.8,4117.9,2025-06-30 13:19:17,2025-06-30 13:19:22,GTERI,GTERI,ok,0.0999999999994543
16001,4117.9,4117.9,2025-06-30 13:19:22,2025-06-30 13:19:27,GTERI,GTERI,ok,0.0
16003,4117.9,4118.3,2025-06-30 13:19:27,2025-06-30 13:20:09,GTERI,GTERI,ok,0.4000000000005457
16004,4118.3,4118.4,2025-06-30 13:20:09,2025-06-30 13:20:11,GTERI,GTERI,ok,0.0999999999994543
16005,4118.4,4118.5,2025-06-30 13:20:11,2025-06-30 13:20:23,GTERI,GTERI,ok,0.1000000000003638
16006,4118.5,4118.5,2025-06-30 13:20:23,2025-06-30 13:20:25,GTERI,GTERI,ok,0.0
16007,4118.5,4118.6,2025-06-30 13:20:25,2025-06-30 13:20:40,GTERI,GTERI,ok,0.1000000000003638
16008,4118.6,4118.6,2025-06-30 13:20:40,2025-06-30 13:20:41,GTERI,GTERI,ok,0.0
16009,4118.6,4118.7,2025-06-30 13:20:41,2025-06-30 13:20:51,GTERI,GTERI,ok,0.0999999999994543
16010,4118.7,4118.8,2025-06-30 13:20:51,2025-06-30 13:21:03,GTERI,GTERI,ok,0.1000000000003638
16011,4118.8,4118.8,2025-06-30 13:21:03,2025-06-30 13:21:07,GTERI,GTERI,ok,0.0
16012,4118.8,4118.9,2025-06-30 13:21:07,2025-06-30 13:21:09,GTERI,GTERI,ok,0.0999999999994543
16013,4118.9,4119.0,2025-06-30 13:21:09,2025-06-30 13:21:26,GTERI,GTERI,ok,0.1000000000003638
16014,4119.0,4119.0,2025-06-30 13:21:26,2025-06-30 13:21:28,GTERI,GTERI,ok,0.0
16015,4119.0,4119.0,2025-06-30 13:21:28,2025-06-30 13:21:32,GTERI,GTERI,ok,0.0
16017,4119.0,4119.1,2025-06-30 13:21:32,2025-06-30 13:21:41,GTERI,GTERI,ok,0.1000000000003638
16018,4119.1,4119.2,2025-06-30 13:21:41,2025-06-30 13:22:12,GTERI,GTERI,ok,0.0999999999994543
16019,4119.2,4119.2,2025-06-30 13:22:12,2025-06-30 13:22:27,GTERI,GTIGF,ok,0.0
16020,4119.2,4119.2,2025-06-30 13:22:27,2025-06-30 13:22:27,GTIGF,GTSTT,ok,0.0
16021,4119.2,4119.2,2025-06-30 13:22:27,2025-06-30 13:22:27,GTSTT,GTERI,ok,0.0
16022,4119.2,4119.2,2025-06-30 13:22:27,2025-06-30 13:22:27,GTERI,GTIGL,ok,0.0
16023,4119.2,4119.2,2025-06-30 13:22:27,2025-06-30 13:23:01,GTIGL,GTSTT,ok,0.0
16055,4119.2,4119.2,2025-06-30 13:23:01,2025-06-30 14:22:22,GTSTT,GTERI,ok,0.0
16086,4119.2,4119.2,2025-06-30 14:22:22,2025-06-30 15:22:22,GTERI,GTERI,ok,0.0
16117,4119.2,4119.2,2025-06-30 15:22:22,2025-06-30 16:22:22,GTERI,GTERI,ok,0.0
16148,4119.2,4119.2,2025-06-30 16:22:22,2025-06-30 17:22:22,GTERI,GTERI,ok,0.0
16179,4119.2,4119.2,2025-06-30 17:22:22,2025-06-30 18:22:22,GTERI,GTERI,ok,0.0
16210,4119.2,4119.2,2025-06-30 18:22:22,2025-06-30 19:22:22,GTERI,GTERI,ok,0.0
16241,4119.2,4119.2,2025-06-30 19:22:22,2025-06-30 20:22:22,GTERI,GTERI,ok,0.0
16272,4119.2,4119.2,2025-06-30 20:22:22,2025-06-30 21:22:22,GTERI,GTERI,ok,0.0
16303,4119.2,4119.2,2025-06-30 21:22:22,2025-06-30 22:22:22,GTERI,GTERI,ok,0.0
16334,4119.2,4119.2,2025-06-30 22:22:22,2025-06-30 23:22:22,GTERI,GTERI,ok,0.0
16365,4119.2,4119.2,2025-06-30 23:22:22,2025-07-01 00:22:22,GTERI,GTERI,ok,0.0
16396,4119.2,4119.2,2025-07-01 00:22:22,2025-07-01 01:22:22,GTERI,GTERI,ok,0.0
16427,4119.2,4119.2,2025-07-01 01:22:22,2025-07-01 02:22:22,GTERI,GTERI,ok,0.0
16457,4119.2,4119.2,2025-07-01 02:22:22,2025-07-01 03:22:22,GTERI,GTERI,ok,0.0
16488,4119.2,4119.2,2025-07-01 03:22:22,2025-07-01 04:22:22,GTERI,GTERI,ok,0.0
16519,4119.2,4119.2,2025-07-01 04:22:22,2025-07-01 05:22:22,GTERI,GTERI,ok,0.0
16550,4119.2,4119.2,2025-07-01 05:22:22,2025-07-01 06:22:22,GTERI,GTERI,ok,0.0
16581,4119.2,4119.2,2025-07-01 06:22:22,2025-07-01 07:22:22,GTERI,GTERI,ok,0.0
16612,4119.2,4119.2,2025-07-01 07:22:22,2025-07-01 08:22:22,GTERI,GTERI,ok,0.0
16643,4119.2,4119.2,2025-07-01 08:22:22,2025-07-01 09:22:22,GTERI,GTERI,ok,0.0
16645,4119.2,4119.2,2025-07-01 09:22:22,2025-07-01 09:23:29,GTERI,GTSTT,ok,0.0
16646,4119.2,4119.2,2025-07-01 09:23:29,2025-07-01 09:23:39,GTSTT,GTSTT,ok,0.0
16648,4119.2,4119.2,2025-07-01 09:23:39,2025-07-01 09:26:40,GTSTT,GTSTT,ok,0.0
16650,4119.2,4119.2,2025-07-01 09:26:40,2025-07-01 09:26:57,GTSTT,GTSTT,ok,0.0
16655,4119.2,4119.2,2025-07-01 09:26:57,2025-07-01 09:34:52,GTSTT,GTIGN,ok,0.0
16656,4119.2,4119.2,2025-07-01 09:34:52,2025-07-01 09:34:52,GTIGN,GTSTT,ok,0.0
16657,4119.2,4119.2,2025-07-01 09:34:52,2025-07-01 09:34:56,GTSTT,GTIGF,ok,0.0
16658,4119.2,4119.2,2025-07-01 09:34:56,2025-07-01 09:34:56,GTIGF,GTSTT,ok,0.0
16659,4119.2,4119.2,2025-07-01 09:34:56,2025-07-01 09:34:57,GTSTT,GTIGN,ok,0.0
16660,4119.2,4119.2,2025-07-01 09:34:57,2025-07-01 09:34:57,GTIGN,GTSTT,ok,0.0
16661,4119.2,4119.2,2025-07-01 09:34:57,2025-07-01 09:34:58,GTSTT,GTIGF,ok,0.0
16662,4119.2,4119.2,2025-07-01 09:34:58,2025-07-01 09:34:58,GTIGF,GTSTT,ok,0.0
16663,4119.2,4119.2,2025-07-01 09:34:58,2025-07-01 09:35:00,GTSTT,GTIGN,ok,0.0
16664,4119.2,4119.2,2025-07-01 09:35:00,2025-07-01 09:35:00,GTIGN,GTSTT,ok,0.0
16665,4119.2,4119.2,2025-07-01 09:35:00,2025-07-01 09:35:04,GTSTT,GTERI,ok,0.0
16666,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:04,GTERI,GTIGL,ok,0.0
16667,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:04,GTIGL,GTIGL,ok,0.0
16668,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:04,GTIGL,GTIGL,ok,0.0
16669,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:04,GTIGL,GTIGL,ok,0.0
16670,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:04,GTIGL,GTIGL,ok,0.0
16671,4119.2,4119.2,2025-07-01 09:35:04,2025-07-01 09:35:14,GTIGL,GTIGF,ok,0.0
16672,4119.2,4119.2,2025-07-01 09:35:14,2025-07-01 09:35:14,GTIGF,GTSTT,ok,0.0
16673,4119.2,4119.2,2025-07-01 09:35:14,2025-07-01 09:35:14,GTSTT,GTERI,ok,0.0
16674,4119.2,4119.2,2025-07-01 09:35:14,2025-07-01 09:35:15,GTERI,GTIGN,ok,0.0
16675,4119.2,4119.2,2025-07-01 09:35:15,2025-07-01 09:35:15,GTIGN,GTSTT,ok,0.0
16676,4119.2,4119.2,2025-07-01 09:35:15,2025-07-01 09:35:15,GTSTT,GTIGL,ok,0.0
16677,4119.2,4119.2,2025-07-01 09:35:15,2025-07-01 09:35:15,GTIGL,GTIGL,ok,0.0
16678,4119.2,4119.2,2025-07-01 09:35:15,2025-07-01 09:35:19,GTIGL,GTERI,ok,0.0
16679,4119.2,4119.2,2025-07-01 09:35:19,2025-07-01 09:36:29,GTERI,GTIGF,ok,0.0
16680,4119.2,4119.2,2025-07-01 09:36:29,2025-07-01 09:36:29,GTIGF,GTSTT,ok,0.0
16681,4119.2,4119.2,2025-07-01 09:36:29,2025-07-01 09:36:30,GTSTT,GTERI,ok,0.0
16682,4119.2,4119.2,2025-07-01 09:36:30,2025-07-01 09:36:30,GTERI,GTIGL,ok,0.0
16684,4119.2,4119.2,2025-07-01 09:36:30,2025-07-01 09:37:45,GTIGL,GTSTT,ok,0.0
16714,4119.2,4119.2,2025-07-01 09:37:45,2025-07-01 10:36:24,GTSTT,GTERI,ok,0.0
16745,4119.2,4119.2,2025-07-01 10:36:24,2025-07-01 11:36:24,GTERI,GTERI,ok,0.0
16776,4119.2,4119.2,2025-07-01 11:36:24,2025-07-01 12:36:24,GTERI,GTERI,ok,0.0
16807,4119.2,4119.2,2025-07-01 12:36:24,2025-07-01 13:36:24,GTERI,GTERI,ok,0.0
16838,4119.2,4119.2,2025-07-01 13:36:24,2025-07-01 14:36:24,GTERI,GTERI,ok,0.0
16865,4119.2,4119.2,2025-07-01 14:36:24,2025-07-01 15:27:39,GTERI,GTIGN,ok,0.0
16866,4119.2,4119.2,2025-07-01 15:27:39,2025-07-01 15:27:39,GTIGN,GTSTT,ok,0.0
16867,4119.2,4119.2,2025-07-01 15:27:39,2025-07-01 15:27:55,GTSTT,GTIGF,ok,0.0
16868,4119.2,4119.2,2025-07-01 15:27:55,2025-07-01 15:27:55,GTIGF,GTSTT,ok,0.0
16869,4119.2,4119.2,2025-07-01 15:27:55,2025-07-01 15:27:57,GTSTT,GTIGN,ok,0.0
16870,4119.2,4119.2,2025-07-01 15:27:57,2025-07-01 15:27:57,GTIGN,GTSTT,ok,0.0
16871,4119.2,4119.2,2025-07-01 15:27:57,2025-07-01 15:27:59,GTSTT,GTIGL,ok,0.0
16872,4119.2,4119.2,2025-07-01 15:27:59,2025-07-01 15:27:59,GTIGL,GTIGL,ok,0.0
16873,4119.2,4119.2,2025-07-01 15:27:59,2025-07-01 15:27:59,GTIGL,GTIGL,ok,0.0
16874,4119.2,4119.2,2025-07-01 15:27:59,2025-07-01 15:28:02,GTIGL,GTERI,ok,0.0
16875,4119.2,4119.2,2025-07-01 15:28:02,2025-07-01 15:28:18,GTERI,GTIGF,ok,0.0
16876,4119.2,4119.2,2025-07-01 15:28:18,2025-07-01 15:28:18,GTIGF,GTSTT,ok,0.0
16877,4119.2,4119.2,2025-07-01 15:28:18,2025-07-01 15:28:18,GTSTT,GTERI,ok,0.0
16878,4119.2,4119.2,2025-07-01 15:28:18,2025-07-01 15:28:19,GTERI,GTIGL,ok,0.0
16879,4119.2,4119.2,2025-07-01 15:28:19,2025-07-01 15:28:19,GTIGL,GTIGN,ok,0.0
16880,4119.2,4119.2,2025-07-01 15:28:19,2025-07-01 15:28:19,GTIGN,GTSTT,ok,0.0
16881,4119.2,4119.2,2025-07-01 15:28:19,2025-07-01 15:28:20,GTSTT,GTIGL,ok,0.0
16882,4119.2,4119.2,2025-07-01 15:28:20,2025-07-01 15:28:24,GTIGL,GTIGF,ok,0.0
16883,4119.2,4119.2,2025-07-01 15:28:24,2025-07-01 15:28:24,GTIGF,GTSTT,ok,0.0
16884,4119.2,4119.2,2025-07-01 15:28:24,2025-07-01 15:28:24,GTSTT,GTERI,ok,0.0
16885,4119.2,4119.2,2025-07-01 15:28:24,2025-07-01 15:28:24,GTERI,GTIGL,ok,0.0
16886,4119.2,4119.2,2025-07-01 15:28:24,2025-07-01 15:28:25,GTIGL,GTIGN,ok,0.0
16887,4119.2,4119.2,2025-07-01 15:28:25,2025-07-01 15:28:25,GTIGN,GTSTT,ok,0.0
16888,4119.2,4119.2,2025-07-01 15:28:25,2025-07-01 15:28:26,GTSTT,GTIGL,ok,0.0
16889,4119.2,4119.2,2025-07-01 15:28:26,2025-07-01 15:28:28,GTIGL,GTIGF,ok,0.0
16890,4119.2,4119.2,2025-07-01 15:28:28,2025-07-01 15:28:28,GTIGF,GTSTT,ok,0.0
16891,4119.2,4119.2,2025-07-01 15:28:28,2025-07-01 15:28:29,GTSTT,GTIGL,ok,0.0
16892,4119.2,4119.2,2025-07-01 15:28:29,2025-07-01 15:28:30,GTIGL,GTIGN,ok,0.0
16893,4119.2,4119.2,2025-07-01 15:28:30,2025-07-01 15:28:30,GTIGN,GTSTT,ok,0.0
16894,4119.2,4119.2,2025-07-01 15:28:30,2025-07-01 15:28:30,GTSTT,GTIGL,ok,0.0
16895,4119.2,4119.2,2025-07-01 15:28:30,2025-07-01 15:28:34,GTIGL,GTERI,ok,0.0
16896,4119.2,4119.2,2025-07-01 15:28:34,2025-07-01 15:28:35,GTERI,GTIGF,ok,0.0
16897,4119.2,4119.2,2025-07-01 15:28:35,2025-07-01 15:28:35,GTIGF,GTSTT,ok,0.0
16898,4119.2,4119.2,2025-07-01 15:28:35,2025-07-01 15:28:36,GTSTT,GTERI,ok,0.0
16899,4119.2,4119.2,2025-07-01 15:28:36,2025-07-01 15:28:36,GTERI,GTIGL,ok,0.0
16900,4119.2,4119.2,2025-07-01 15:28:36,2025-07-01 15:28:36,GTIGL,GTIGN,ok,0.0
16901,4119.2,4119.2,2025-07-01 15:28:36,2025-07-01 15:28:36,GTIGN,GTSTT,ok,0.0
16902,4119.2,4119.2,2025-07-01 15:28:36,2025-07-01 15:28:37,GTSTT,GTIGL,ok,0.0
16903,4119.2,4119.2,2025-07-01 15:28:37,2025-07-01 15:28:41,GTIGL,GTERI,ok,0.0
16904,4119.2,4119.2,2025-07-01 15:28:41,2025-07-01 15:28:43,GTERI,GTIGF,ok,0.0
16905,4119.2,4119.2,2025-07-01 15:28:43,2025-07-01 15:28:43,GTIGF,GTSTT,ok,0.0
16906,4119.2,4119.2,2025-07-01 15:28:43,2025-07-01 15:28:43,GTSTT,GTERI,ok,0.0
16907,4119.2,4119.2,2025-07-01 15:28:43,2025-07-01 15:28:43,GTERI,GTIGL,ok,0.0
16908,4119.2,4119.2,2025-07-01 15:28:43,2025-07-01 15:28:44,GTIGL,GTIGN,ok,0.0
16910,4119.2,4119.2,2025-07-01 15:28:44,2025-07-01 15:28:44,GTIGN,GTSTT,ok,0.0
16911,4119.2,4119.2,2025-07-01 15:28:44,2025-07-01 15:28:45,GTSTT,GTIGL,ok,0.0
16912,4119.2,4119.2,2025-07-01 15:28:45,2025-07-01 15:28:49,GTIGL,GTERI,ok,0.0
16913,4119.2,4119.2,2025-07-01 15:28:49,2025-07-01 15:28:50,GTERI,GTIGF,ok,0.0
16914,4119.2,4119.2,2025-07-01 15:28:50,2025-07-01 15:28:50,GTIGF,GTSTT,ok,0.0
16915,4119.2,4119.2,2025-07-01 15:28:50,2025-07-01 15:28:51,GTSTT,GTERI,ok,0.0
16916,4119.2,4119.2,2025-07-01 15:28:51,2025-07-01 15:28:51,GTERI,GTIGL,ok,0.0
16917,4119.2,4119.2,2025-07-01 15:28:51,2025-07-01 15:28:55,GTIGL,GTIGN,ok,0.0
16918,4119.2,4119.2,2025-07-01 15:28:55,2025-07-01 15:28:55,GTIGN,GTSTT,ok,0.0
16919,4119.2,4119.2,2025-07-01 15:28:55,2025-07-01 15:28:56,GTSTT,GTIGL,ok,0.0
16920,4119.2,4119.2,2025-07-01 15:28:56,2025-07-01 15:29:00,GTIGL,GTERI,ok,0.0
16921,4119.2,4119.2,2025-07-01 15:29:00,2025-07-01 15:29:02,GTERI,GTIGF,ok,0.0
16922,4119.2,4119.2,2025-07-01 15:29:02,2025-07-01 15:29:02,GTIGF,GTSTT,ok,0.0
16923,4119.2,4119.2,2025-07-01 15:29:02,2025-07-01 15:29:02,GTSTT,GTERI,ok,0.0
16924,4119.2,4119.2,2025-07-01 15:29:02,2025-07-01 15:29:03,GTERI,GTIGL,ok,0.0
16925,4119.2,4119.2,2025-07-01 15:29:03,2025-07-01 15:29:34,GTIGL,GTIGN,ok,0.0
16926,4119.2,4119.2,2025-07-01 15:29:34,2025-07-01 15:29:34,GTIGN,GTSTT,ok,0.0
16927,4119.2,4119.2,2025-07-01 15:29:34,2025-07-01 15:29:35,GTSTT,GTIGL,ok,0.0
16928,4119.2,4119.2,2025-07-01 15:29:35,2025-07-01 15:29:38,GTIGL,GTERI,ok,0.0
16929,4119.2,4119.2,2025-07-01 15:29:38,2025-07-01 15:30:05,GTERI,GTIGF,ok,0.0
16930,4119.2,4119.2,2025-07-01 15:30:05,2025-07-01 15:30:05,GTIGF,GTSTT,ok,0.0
16931,4119.2,4119.2,2025-07-01 15:30:05,2025-07-01 15:30:05,GTSTT,GTERI,ok,0.0
16932,4119.2,4119.2,2025-07-01 15:30:05,2025-07-01 15:30:06,GTERI,GTIGL,ok,0.0
16933,4119.2,4119.2,2025-07-01 15:30:06,2025-07-01 15:30:52,GTIGL,GTSTT,ok,0.0
16961,4119.2,4119.2,2025-07-01 15:30:52,2025-07-01 16:23:40,GTSTT,GTIGN,ok,0.0
16962,4119.2,4119.2,2025-07-01 16:23:40,2025-07-01 16:23:40,GTIGN,GTSTT,ok,0.0
16963,4119.2,4119.2,2025-07-01 16:23:40,2025-07-01 16:23:40,GTSTT,GTIGF,ok,0.0
16964,4119.2,4119.2,2025-07-01 16:23:40,2025-07-01 16:23:40,GTIGF,GTSTT,ok,0.0
16965,4119.2,4119.2,2025-07-01 16:23:40,2025-07-01 16:23:41,GTSTT,GTIGN,ok,0.0
16966,4119.2,4119.2,2025-07-01 16:23:41,2025-07-01 16:23:41,GTIGN,GTSTT,ok,0.0
16967,4119.2,4119.2,2025-07-01 16:23:41,2025-07-01 16:24:02,GTSTT,GTERI,ok,0.0
16968,4119.2,4119.2,2025-07-01 16:24:02,2025-07-01 16:24:02,GTERI,GTIGL,ok,0.0
16969,4119.2,4119.2,2025-07-01 16:24:02,2025-07-01 16:24:02,GTIGL,GTIGL,ok,0.0
16970,4119.2,4119.2,2025-07-01 16:24:02,2025-07-01 16:24:02,GTIGL,GTIGL,ok,0.0
16971,4119.2,4119.2,2025-07-01 16:24:02,2025-07-01 16:24:13,GTIGL,GTERI,ok,0.0
16973,4119.2,4119.2,2025-07-01 16:24:13,2025-07-01 16:25:10,GTERI,GTERI,ok,0.0
16974,4119.2,4119.2,2025-07-01 16:25:10,2025-07-01 16:25:12,GTERI,GTERI,ok,0.0
16975,4119.2,4119.2,2025-07-01 16:25:12,2025-07-01 16:25:16,GTERI,GTERI,ok,0.0
16976,4119.2,4119.3,2025-07-01 16:25:16,2025-07-01 16:25:18,GTERI,GTERI,ok,0.1000000000003638
16977,4119.3,4119.3,2025-07-01 16:25:18,2025-07-01 16:25:22,GTERI,GTERI,ok,0.0
16978,4119.3,4119.3,2025-07-01 16:25:22,2025-07-01 16:25:25,GTERI,GTERI,ok,0.0
16979,4119.3,4119.3,2025-07-01 16:25:25,2025-07-01 16:25:27,GTERI,GTERI,ok,0.0
16980,4119.3,4119.5,2025-07-01 16:25:27,2025-07-01 16:25:42,GTERI,GTERI,ok,0.1999999999998181
16981,4119.5,4119.5,2025-07-01 16:25:42,2025-07-01 16:25:44,GTERI,GTERI,ok,0.0
16982,4119.5,4119.5,2025-07-01 16:25:44,2025-07-01 16:25:49,GTERI,GTERI,ok,0.0
