linha,Data/Hora Evento,Tipo Mensagem,Motion Status,Diferença entre GTERI (IGN),Diferença entre GTERI (IGF)
26748,2025-07-04 07:39:00,GTERI,22,176.0,
26771,2025-07-04 07:42:00,GTERI,22,180.0,
26792,2025-07-04 07:45:00,GTERI,22,180.0,
26800,2025-07-04 07:48:00,GTERI,22,180.0,
26818,2025-07-04 07:51:00,GTERI,22,180.0,
26822,2025-07-04 07:54:00,GTERI,22,180.0,
26825,2025-07-04 07:57:00,GTERI,22,180.0,
26828,2025-07-04 08:00:00,GTERI,22,180.0,
26839,2025-07-04 08:03:00,GTERI,22,180.0,
26841,2025-07-04 08:06:00,GTERI,22,180.0,
26844,2025-07-04 08:09:00,GTERI,22,180.0,
26847,2025-07-04 08:12:00,GTERI,22,180.0,
26853,2025-07-04 08:15:00,GTERI,22,180.0,
26856,2025-07-04 08:18:00,GTERI,22,180.0,
26867,2025-07-04 08:20:20,GTIGF,,,
26869,2025-07-04 08:20:21,GTERI,12,,1.0
26876,2025-07-04 08:26:58,GTIGN,,,
26878,2025-07-04 08:27:06,GTERI,22,8.0,
26884,2025-07-04 08:28:02,GTIGF,,,
26886,2025-07-04 08:28:03,GTERI,12,,1.0
26888,2025-07-04 08:28:15,GTIGN,,,
26891,2025-07-04 08:28:20,GTERI,22,5.0,
26894,2025-07-04 08:28:28,GTIGF,,,
26896,2025-07-04 08:28:29,GTERI,12,,1.0
26899,2025-07-04 08:30:01,GTIGN,,,
26902,2025-07-04 08:30:05,GTERI,22,4.0,
26907,2025-07-04 08:31:06,GTIGF,,,
26909,2025-07-04 08:31:06,GTERI,12,,0.0
26911,2025-07-04 08:31:12,GTIGN,,,
26914,2025-07-04 08:31:14,GTIGF,,,
26927,2025-07-04 08:50:11,GTIGN,,,
26929,2025-07-04 08:50:20,GTERI,22,9.0,
26935,2025-07-04 08:51:18,GTIGF,,,
26937,2025-07-04 08:51:18,GTERI,12,,0.0
26948,2025-07-04 09:06:31,GTIGN,,,
26950,2025-07-04 09:06:38,GTERI,22,7.0,
26955,2025-07-04 09:07:17,GTIGF,,,
26957,2025-07-04 09:07:17,GTERI,12,,0.0
26962,2025-07-04 09:10:33,GTIGN,,,
26965,2025-07-04 09:10:37,GTERI,22,4.0,
26973,2025-07-04 09:13:43,GTERI,22,186.0,
26981,2025-07-04 09:16:43,GTERI,22,180.0,
26982,2025-07-04 09:16:54,GTIGF,,,
26984,2025-07-04 09:16:55,GTERI,12,,1.0
26986,2025-07-04 09:17:25,GTIGN,,,
26989,2025-07-04 09:17:30,GTERI,22,5.0,
26994,2025-07-04 09:18:04,GTIGF,,,
26996,2025-07-04 09:18:05,GTERI,12,,1.0
27010,2025-07-04 09:40:01,GTIGN,,,
27012,2025-07-04 09:40:10,GTERI,22,9.0,
27021,2025-07-04 09:40:44,GTIGF,,,
27023,2025-07-04 09:40:44,GTERI,12,,0.0
27025,2025-07-04 09:41:24,GTIGN,,,
27028,2025-07-04 09:41:28,GTERI,22,4.0,
27040,2025-07-04 09:44:30,GTERI,22,182.0,
27049,2025-07-04 09:47:31,GTERI,22,181.0,
27056,2025-07-04 09:50:31,GTERI,22,180.0,
27065,2025-07-04 09:53:32,GTERI,22,181.0,
27068,2025-07-04 09:56:32,GTERI,22,180.0,
27071,2025-07-04 09:59:32,GTERI,22,180.0,
27074,2025-07-04 10:02:32,GTERI,22,180.0,
27078,2025-07-04 10:05:32,GTERI,22,180.0,
27083,2025-07-04 10:08:32,GTERI,22,180.0,
27086,2025-07-04 10:11:32,GTERI,22,180.0,
27093,2025-07-04 10:14:32,GTERI,22,180.0,
27110,2025-07-04 10:16:47,GTIGF,,,
27112,2025-07-04 10:16:47,GTERI,12,,0.0
27120,2025-07-04 10:27:55,GTIGN,,,
27122,2025-07-04 10:28:07,GTERI,22,12.0,
27146,2025-07-04 10:31:03,GTERI,22,176.0,
27160,2025-07-04 10:33:53,GTIGF,,,
27162,2025-07-04 10:33:53,GTIGN,,,
27166,2025-07-04 10:33:58,GTERI,22,5.0,
27184,2025-07-04 10:36:59,GTERI,22,181.0,
27188,2025-07-04 10:39:59,GTERI,22,180.0,
27198,2025-07-04 10:42:59,GTERI,22,180.0,
27212,2025-07-04 10:45:59,GTERI,22,180.0,
27216,2025-07-04 10:46:33,GTIGF,,,
27218,2025-07-04 10:46:34,GTERI,12,,1.0
27232,2025-07-04 11:07:14,GTIGN,,,
27234,2025-07-04 11:07:21,GTERI,22,7.0,
27244,2025-07-04 11:10:19,GTERI,22,178.0,
27249,2025-07-04 11:13:19,GTERI,22,180.0,
27254,2025-07-04 11:15:32,GTIGF,,,
27256,2025-07-04 11:15:32,GTERI,12,,0.0
27261,2025-07-04 11:19:15,GTIGN,,,
27264,2025-07-04 11:19:19,GTERI,22,4.0,
27269,2025-07-04 11:19:32,GTIGF,,,
27271,2025-07-04 11:19:32,GTERI,12,,0.0
27278,2025-07-04 11:28:29,GTIGN,,,
27280,2025-07-04 11:28:36,GTERI,22,7.0,
27289,2025-07-04 11:29:34,GTIGF,,,
27291,2025-07-04 11:29:35,GTERI,12,,1.0
27316,2025-07-04 12:10:17,GTIGN,,,
27323,2025-07-04 12:10:25,GTIGN,,,
27320,2025-07-04 12:10:25,GTERI,12,,2450.0
27318,2025-07-04 12:10:25,GTIGF,,,
27326,2025-07-04 12:10:29,GTERI,22,4.0,
27335,2025-07-04 12:11:55,GTERI,12,,90.0
27333,2025-07-04 12:11:55,GTIGF,,,
27368,2025-07-04 13:11:50,GTERI,11,,3595.0
27380,2025-07-04 13:32:55,GTIGN,,,
27382,2025-07-04 13:33:04,GTERI,22,9.0,
27387,2025-07-04 13:33:26,GTIGF,,,
27389,2025-07-04 13:33:26,GTERI,12,,0.0
27398,2025-07-04 13:46:05,GTIGN,,,
27400,2025-07-04 13:46:14,GTERI,22,9.0,
27406,2025-07-04 13:49:12,GTERI,22,178.0,
27429,2025-07-04 13:52:12,GTERI,22,180.0,
27440,2025-07-04 13:53:53,GTERI,12,,1227.0
27438,2025-07-04 13:53:53,GTIGF,,,
27450,2025-07-04 14:08:08,GTIGN,,,
27452,2025-07-04 14:08:18,GTERI,22,10.0,
27459,2025-07-04 14:10:57,GTERI,12,,1024.0
27457,2025-07-04 14:10:57,GTIGF,,,
27467,2025-07-04 14:21:31,GTIGN,,,
27470,2025-07-04 14:21:39,GTERI,22,8.0,
27478,2025-07-04 14:24:38,GTERI,22,179.0,
27488,2025-07-04 14:27:32,GTIGF,,,
27490,2025-07-04 14:27:32,GTERI,12,,0.0
27500,2025-07-04 14:40:19,GTIGN,,,
27502,2025-07-04 14:40:49,GTERI,22,30.0,
27510,2025-07-04 14:43:28,GTERI,22,159.0,
27528,2025-07-04 14:45:31,GTIGF,,,
27530,2025-07-04 14:45:31,GTERI,12,,0.0
27532,2025-07-04 14:45:41,GTIGN,,,
27535,2025-07-04 14:45:45,GTIGF,,,
27543,2025-07-04 14:49:33,GTIGN,,,
27546,2025-07-04 14:49:37,GTERI,22,4.0,
27549,2025-07-04 14:49:58,GTIGF,,,
27551,2025-07-04 14:49:59,GTERI,12,,1.0
27584,2025-07-04 15:49:54,GTERI,11,,3595.0
27615,2025-07-04 16:49:54,GTERI,11,,3600.0
27646,2025-07-04 17:49:54,GTERI,11,,3600.0
27677,2025-07-04 18:49:54,GTERI,11,,3600.0
27708,2025-07-04 19:49:54,GTERI,11,,3600.0
27739,2025-07-04 20:49:54,GTERI,11,,3600.0
27770,2025-07-04 21:49:54,GTERI,11,,3600.0
27801,2025-07-04 22:49:54,GTERI,11,,3600.0
27832,2025-07-04 23:49:54,GTERI,11,,3600.0
27863,2025-07-05 00:49:54,GTERI,11,,3600.0
27894,2025-07-05 01:49:54,GTERI,11,,3600.0
27925,2025-07-05 02:49:54,GTERI,11,,3600.0
27956,2025-07-05 03:49:54,GTERI,11,,3600.0
27987,2025-07-05 04:49:54,GTERI,11,,3600.0
28018,2025-07-05 05:49:54,GTERI,11,,3600.0
28049,2025-07-05 06:49:54,GTERI,11,,3600.0
28080,2025-07-05 07:49:54,GTERI,11,,3600.0
28110,2025-07-05 08:49:54,GTERI,11,,3600.0
28141,2025-07-05 09:49:54,GTERI,11,,3600.0
28172,2025-07-05 10:49:54,GTERI,11,,3600.0
28203,2025-07-05 11:49:54,GTERI,11,,3600.0
28234,2025-07-05 12:49:54,GTERI,11,,3600.0
28265,2025-07-05 13:49:54,GTERI,11,,3600.0
28296,2025-07-05 14:49:54,GTERI,11,,3600.0
28327,2025-07-05 15:49:54,GTERI,11,,3600.0
28358,2025-07-05 16:49:54,GTERI,11,,3600.0
28389,2025-07-05 17:49:54,GTERI,11,,3600.0
28420,2025-07-05 18:49:54,GTERI,11,,3600.0
28451,2025-07-05 19:49:54,GTERI,11,,3600.0
28482,2025-07-05 20:49:54,GTERI,11,,3600.0
28513,2025-07-05 21:49:54,GTERI,11,,3600.0
28544,2025-07-05 22:49:54,GTERI,11,,3600.0
28575,2025-07-05 23:49:54,GTERI,11,,3600.0
28606,2025-07-06 00:49:54,GTERI,11,,3600.0
28637,2025-07-06 01:49:54,GTERI,11,,3600.0
28668,2025-07-06 02:49:54,GTERI,11,,3600.0
28699,2025-07-06 03:49:54,GTERI,11,,3600.0
28730,2025-07-06 04:49:54,GTERI,11,,3600.0
28761,2025-07-06 05:49:54,GTERI,11,,3600.0
28792,2025-07-06 06:49:54,GTERI,11,,3600.0
28823,2025-07-06 07:49:54,GTERI,11,,3600.0
28854,2025-07-06 08:49:54,GTERI,11,,3600.0
28885,2025-07-06 09:49:54,GTERI,11,,3600.0
28917,2025-07-06 10:49:54,GTERI,11,,3600.0
28920,2025-07-06 10:55:49,GTIGN,,,
28923,2025-07-06 10:55:59,GTERI,22,10.0,
28926,2025-07-06 10:58:55,GTERI,22,176.0,
28930,2025-07-06 10:59:39,GTIGN,,,
28929,2025-07-06 10:59:39,GTERI,12,,585.0
28927,2025-07-06 10:59:39,GTIGF,,,
28935,2025-07-06 10:59:44,GTERI,22,5.0,
28943,2025-07-06 11:02:45,GTERI,22,181.0,
28955,2025-07-06 11:05:45,GTERI,22,180.0,
28958,2025-07-06 11:08:45,GTERI,22,180.0,
28961,2025-07-06 11:11:45,GTERI,22,180.0,
28973,2025-07-06 11:14:45,GTERI,22,180.0,
28975,2025-07-06 11:17:45,GTERI,22,180.0,
28978,2025-07-06 11:20:45,GTERI,22,180.0,
28982,2025-07-06 11:23:45,GTERI,22,180.0,
28986,2025-07-06 11:26:45,GTERI,22,180.0,
28987,2025-07-06 11:29:45,GTERI,22,180.0,
28995,2025-07-06 11:32:45,GTERI,22,180.0,
29001,2025-07-06 11:35:45,GTERI,22,180.0,
29005,2025-07-06 11:38:45,GTERI,22,180.0,
29010,2025-07-06 11:41:45,GTERI,22,180.0,
29017,2025-07-06 11:44:45,GTERI,22,180.0,
29022,2025-07-06 11:47:45,GTERI,22,180.0,
29029,2025-07-06 11:50:45,GTERI,22,180.0,
29030,2025-07-06 11:51:02,GTIGF,,,
29032,2025-07-06 11:51:02,GTERI,12,,0.0
29065,2025-07-06 12:50:57,GTERI,11,,3595.0
29096,2025-07-06 13:50:57,GTERI,11,,3600.0
29127,2025-07-06 14:50:57,GTERI,11,,3600.0
29158,2025-07-06 15:50:57,GTERI,11,,3600.0
29189,2025-07-06 16:50:57,GTERI,11,,3600.0
29220,2025-07-06 17:50:57,GTERI,11,,3600.0
29251,2025-07-06 18:50:57,GTERI,11,,3600.0
29282,2025-07-06 19:50:57,GTERI,11,,3600.0
29313,2025-07-06 20:50:57,GTERI,11,,3600.0
29343,2025-07-06 21:50:57,GTERI,11,,3600.0
29374,2025-07-06 22:50:57,GTERI,11,,3600.0
29405,2025-07-06 23:50:57,GTERI,11,,3600.0
29436,2025-07-07 00:50:57,GTERI,11,,3600.0
29467,2025-07-07 01:50:57,GTERI,11,,3600.0
29498,2025-07-07 02:50:57,GTERI,11,,3600.0
29529,2025-07-07 03:50:57,GTERI,11,,3600.0
29560,2025-07-07 04:50:57,GTERI,11,,3600.0
29591,2025-07-07 05:50:57,GTERI,11,,3600.0
29622,2025-07-07 06:50:57,GTERI,11,,3600.0
29653,2025-07-07 07:50:57,GTERI,11,,3600.0
29661,2025-07-07 08:04:39,GTIGN,,,
29664,2025-07-07 08:05:54,GTERI,22,75.0,
29669,2025-07-07 08:07:48,GTERI,22,114.0,
29681,2025-07-07 08:10:48,GTERI,22,180.0,
29686,2025-07-07 08:13:48,GTERI,22,180.0,
29693,2025-07-07 08:16:48,GTERI,22,180.0,
29697,2025-07-07 08:19:48,GTERI,22,180.0,
29702,2025-07-07 08:22:48,GTERI,22,180.0,
29707,2025-07-07 08:25:48,GTERI,22,180.0,
29710,2025-07-07 08:28:48,GTERI,22,180.0,
29714,2025-07-07 08:31:48,GTERI,22,180.0,
29717,2025-07-07 08:34:48,GTERI,22,180.0,
29732,2025-07-07 08:37:48,GTERI,22,180.0,
29734,2025-07-07 08:39:12,GTIGF,,,
29736,2025-07-07 08:39:13,GTERI,12,,1.0
29753,2025-07-07 09:01:40,GTIGN,,,
29755,2025-07-07 09:01:48,GTERI,22,8.0,
29760,2025-07-07 09:03:11,GTIGF,,,
29762,2025-07-07 09:03:12,GTERI,12,,1.0
29772,2025-07-07 09:15:42,GTIGN,,,
29774,2025-07-07 09:15:51,GTERI,22,9.0,
29782,2025-07-07 09:18:48,GTERI,22,177.0,
29795,2025-07-07 09:21:48,GTERI,22,180.0,
29799,2025-07-07 09:24:48,GTERI,22,180.0,
29813,2025-07-07 09:27:49,GTERI,22,181.0,
29816,2025-07-07 09:30:50,GTERI,22,181.0,
29818,2025-07-07 09:33:50,GTERI,22,180.0,
29820,2025-07-07 09:36:50,GTERI,22,180.0,
29824,2025-07-07 09:39:50,GTERI,22,180.0,
29828,2025-07-07 09:42:50,GTERI,22,180.0,
29831,2025-07-07 09:45:50,GTERI,22,180.0,
29847,2025-07-07 09:48:50,GTERI,22,180.0,
29861,2025-07-07 09:51:24,GTIGF,,,
29864,2025-07-07 09:51:24,GTERI,12,,0.0
29872,2025-07-07 10:01:17,GTIGN,,,
29874,2025-07-07 10:01:25,GTERI,22,8.0,
29896,2025-07-07 10:04:25,GTERI,22,180.0,
29902,2025-07-07 10:05:38,GTIGF,,,
29904,2025-07-07 10:05:38,GTERI,12,,0.0
29907,2025-07-07 10:05:49,GTIGN,,,
29910,2025-07-07 10:05:54,GTERI,22,5.0,
29913,2025-07-07 10:06:19,GTIGF,,,
29915,2025-07-07 10:06:20,GTERI,12,,1.0
29920,2025-07-07 10:09:59,GTIGN,,,
29923,2025-07-07 10:10:03,GTERI,22,4.0,
29931,2025-07-07 10:13:06,GTERI,22,183.0,
29934,2025-07-07 10:16:06,GTERI,22,180.0,
29938,2025-07-07 10:18:06,GTIGF,,,
29940,2025-07-07 10:18:07,GTIGN,,,
29945,2025-07-07 10:18:08,GTIGF,,,
29947,2025-07-07 10:18:08,GTIGN,,,
29951,2025-07-07 10:18:10,GTIGF,,,
29953,2025-07-07 10:18:10,GTIGN,,,
29957,2025-07-07 10:18:15,GTERI,22,5.0,
29968,2025-07-07 10:21:17,GTERI,22,182.0,
29974,2025-07-07 10:24:17,GTERI,22,180.0,
29984,2025-07-07 10:27:17,GTERI,22,180.0,
29987,2025-07-07 10:30:17,GTERI,22,180.0,
30001,2025-07-07 10:33:17,GTERI,22,180.0,
30009,2025-07-07 10:36:17,GTERI,22,180.0,
30022,2025-07-07 10:37:56,GTIGF,,,
30024,2025-07-07 10:37:56,GTERI,12,,0.0
30028,2025-07-07 10:39:14,GTIGN,,,
30031,2025-07-07 10:39:18,GTERI,22,4.0,
30032,2025-07-07 10:39:21,GTIGF,,,
30034,2025-07-07 10:39:22,GTERI,12,,1.0
30037,2025-07-07 10:39:58,GTIGN,,,
30040,2025-07-07 10:40:03,GTERI,22,5.0,
30043,2025-07-07 10:40:28,GTERI,12,,66.0
30041,2025-07-07 10:40:28,GTIGF,,,
30045,2025-07-07 10:40:31,GTIGN,,,
30048,2025-07-07 10:40:35,GTERI,22,4.0,
30050,2025-07-07 10:41:28,GTIGF,,,
30052,2025-07-07 10:41:28,GTIGN,,,
30056,2025-07-07 10:41:32,GTERI,22,4.0,
30057,2025-07-07 10:41:55,GTIGF,,,
30059,2025-07-07 10:41:55,GTERI,12,,0.0
30061,2025-07-07 10:41:58,GTIGN,,,
30064,2025-07-07 10:42:02,GTERI,22,4.0,
30067,2025-07-07 10:42:03,GTERI,12,,8.0
30065,2025-07-07 10:42:03,GTIGF,,,
